,Country,Popularity,Title,Artist,Album/Single,Artist_followers,Explicit,Album,Release_date,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,Genre_new
12351,Global,658.15,jangueo,Anuel AA - Tego Calderon,album,14877871.0,True,Emmanuel,2020-05-29,0.863,0.728,7.0,-2.954,1.0,0.0586,0.396,9.14e-06,0.0902,0.649,93.035,231745.0,latin
43116,Global,657.65,overdue,Metro Boomin - Travis Scott,album,2130658.0,True,NOT ALL HEROES WEAR CAPES,2018-11-02,0.638,0.4,11.0,-11.212,0.0,0.0425,0.733,0.000133,0.334,0.495,150.13299999999995,166093.0,hip hop
24884,Global,656.85,mistletoe and holly - remastered 1999,Frank Sinatra,album,4274718.0,False,A Jolly Christmas From Frank Sinatra,1957-09,0.607,0.103,9.0,-14.405,1.0,0.0404,0.804,0.0,0.076,0.341,110.378,136427.0,pop
34402,Global,656.3499999999998,billie jean,Michael Jackson,album,16280782.0,False,Thriller 25 Super Deluxe Edition,1982-11-30,0.92,0.654,11.0,-3.051,0.0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,293827.0,pop
13147,Global,656.1,00:00,BTS,album,24755789.0,False,MAP OF THE SOUL : 7,2020-02-21,0.5660000000000001,0.5479999999999999,1.0,-6.456,1.0,0.0579,0.0802,0.0,0.11,0.196,157.999,250296.0,k-pop
52111,Global,655.8000000000002,hear me calling,Juice WRLD,single,13266070.0,True,Hear Me Calling,2019-03-01,0.648,0.701,10.0,-3.5460000000000003,1.0,0.18600000000000005,0.417,9.9e-06,0.103,0.588,177.94299999999996,189977.0,rap
36536,Global,654.3,you better move,Lil Uzi Vert,album,10065137.0,True,Eternal Atake,2020-03-06,0.8420000000000001,0.556,8.0,-6.792999999999998,1.0,0.442,0.159,0.0,0.204,0.306,118.836,196639.0,rap
22056,Global,652.8,narcos,Anuel AA,album,14877871.0,True,Emmanuel,2020-05-29,0.614,0.746,10.0,-3.527,0.0,0.196,0.34700000000000003,1.4300000000000004e-05,0.0874,0.601,168.072,259250.0,latin
24917,Global,652.05,si ella sale,Bad Bunny,album,26265604.0,False,LAS QUE NO IBAN A SALIR,2020-05-10,0.8690000000000001,0.727,7.0,-7.397,1.0,0.123,0.0589,0.00991,0.107,0.92,147.967,143240.0,latin
6836,Global,651.4499999999998,recairei - ao vivo,Os Barões Da Pisadinha,album,1153843.0,False,Piseiro 2020 Ao Vivo,2020-10-15,0.5820000000000001,0.937,10.0,-2.1180000000000003,1.0,0.0858,0.449,0.0,0.684,0.939,168.09599999999998,166838.0,latin
57177,Global,651.0,many men,21 Savage - Metro Boomin,album,8668809.0,True,SAVAGE MODE II,2020-10-02,0.635,0.7929999999999999,10.0,-4.333,0.0,0.0322,0.000647,0.747,0.113,0.281,77.594,201856.0,hip hop
3754,Global,650.9000000000002,saturnz barz,Gorillaz - Popcaan,album,6111598.0,False,Humanz (Deluxe),2017-04-28,0.383,0.621,6.0,-5.877999999999999,0.0,0.113,0.0272,0.0,0.4270000000000001,0.213,80.051,181907.0,hip hop
64317,Global,650.0500000000002,is that for me,Alesso - Anitta,single,3485991,False,Is That For Me,2017-10-13,0.7609999999999999,0.785,8.0,-5.502000000000002,1.0,0.0505,0.234,0.237,0.0573,0.58,104.992,169270.0,house
5842,Global,648.5999999999998,intro,DaBaby,single,4807934.0,True,INTRO,2019-09-19,0.862,0.685,0.0,-7.699,0.0,0.242,0.0342,0.0,0.204,0.672,100.024,172800.0,hip hop
1602,Global,646.8000000000002,yoshi  - prod. strage,MACHETE - Dani Faiv - tha Supreme - Fabri Fibra,album,366905.0,True,MACHETE MIXTAPE 4,2019-07-05,0.7509999999999999,0.66,8.0,-6.24,1.0,0.348,0.228,0.0,0.0827,0.634,166.80900000000003,211995.0,hip hop
44874,Global,646.45,supreme - lego,Marracash - tha Supreme - Sfera Ebbasta,album,1185600.0,True,Persona,2019-10-31,0.6559999999999999,0.6609999999999999,9.0,-5.888,1.0,0.0602,0.0686,0.0,0.125,0.509,140.95600000000005,223045.0,hip hop
13106,Global,645.9000000000002,dont know what to do,BLACKPINK,single,16413563.0,False,KILL THIS LOVE,2019-04-04,0.628,0.64,6.0,-4.164,0.0,0.049,0.0992,0.0,0.138,0.409,129.815,201081.0,k-pop
11275,Global,644.8,forever alone,Paulo Londra,single,11427104.0,False,Forever Alone,2019-02-13,0.8640000000000001,0.426,7.0,-8.392000000000001,0.0,0.0561,0.498,0.000228,0.145,0.477,129.954,215963.0,hip hop
4726,Global,643.7499999999999,baller los,MERO,single,1640962.0,True,Baller los,2018-11-23,0.642,0.598,10.0,-8.716000000000001,0.0,0.28300000000000003,0.505,0.0,0.129,0.508,170.185,160357.0,hip hop
13158,Global,641.0500000000002,ill be home for christmas,Michael Bublé,album,4155593.0,False,Christmas,2011-10-14,0.282,0.101,7.0,-14.657,1.0,0.0315,0.934,5.05e-05,0.159,0.141,83.13,264827.0,pop
18025,Global,640.8,intro,J. Cole,album,11968318.0,False,KOD,2018-04-19,0.512,0.28,8.0,-16.708,0.0,0.0441,0.8109999999999999,7.48e-05,0.087,0.545,111.446,107162.0,hip hop
4387,Global,640.65,"baby, im jealous",Bebe Rexha - Doja Cat,single,5754092.0,False,"Baby, I'm Jealous (feat. Doja Cat)",2020-10-09,0.737,0.867,11.0,-2.259,0.0,0.0458,0.0398,0.0,0.32,0.506,98.05,175873.0,pop
67569,Global,639.2000000000003,old me,5 Seconds of Summer,album,6734577,True,CALM,2020-03-27,0.721,0.62,0.0,-3.639,1.0,0.0483,0.313,0.0,0.26,0.473,127.979,186786.0,boy band
34200,Global,639.1999999999998,todo mundo vai sofrer - ao vivo,Marília Mendonça,single,17480154.0,False,"Todos Os Cantos, Vol. 2 (ao Vivo)",2019-05-17,0.621,0.743,3.0,-3.864,1.0,0.0738,0.281,0.0,0.411,0.581,111.454,154661.0,latin
30266,Global,638.85,one more light,Linkin Park,album,17132813.0,False,One More Light,2017-05-19,0.593,0.2,8.0,-11.063,1.0,0.0311,0.904,0.0,0.0897,0.17,83.96600000000002,255067.0,metal
33113,Global,638.4000000000002,unforgettable,Thomas Rhett,single,3594445.0,False,Unforgettable,2017-07-28,0.66,0.745,7.0,-5.499,1.0,0.0307,0.0294,0.0002,0.0831,0.828,130.07399999999998,157080.0,country
21732,Global,636.65,all girls are the same,Juice WRLD,single,13266070.0,True,All Girls Are The Same,2018-04-13,0.6729999999999999,0.449,0.0,-9.727,1.0,0.298,0.16899999999999998,0.00115,0.0731,0.21600000000000005,161.925,169295.0,rap
1375,Global,636.35,recairei - ao vivo,Os Barões Da Pisadinha,single,1153843.0,False,Recairei (Ao Vivo),2020-04-17,0.5820000000000001,0.937,10.0,-2.1180000000000003,1.0,0.0858,0.449,0.0,0.684,0.939,168.09599999999998,166838.0,latin
81868,Global,636.0000000000001,b.s.,Jhené Aiko - H.E.R.,album,3809217,True,Chilombo,2020-03-06,0.617,0.525,8.0,-10.425999999999998,0.0,0.12,0.5539999999999999,1.1e-06,0.135,0.377,135.781,212867.0,r&b/soul
51671,Global,634.55,second emotion,Justin Bieber - Travis Scott,album,39214943.0,False,Changes,2020-02-14,0.7959999999999999,0.777,11.0,-6.112,0.0,0.0567,0.0276,2.87e-05,0.095,0.96,141.97,202720.0,pop
7037,Global,634.1,numb / encore,JAY-Z - Linkin Park,single,5713670.0,True,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,2004-11-30,0.687,0.7929999999999999,2.0,-4.254,1.0,0.166,0.0603,0.0,0.5820000000000001,0.7509999999999999,107.045,205733.0,hip hop
46224,Global,633.6,kein plan,Loredana - MERO,single,961128.0,False,Kein Plan,2019-09-06,0.878,0.6990000000000001,0.0,-5.035,0.0,0.0464,0.0689,0.00219,0.0753,0.78,102.01,155018.0,rap
41220,Global,633.0,go legend,Big Sean - Metro Boomin - Travis Scott,album,7838718.0,True,Double Or Nothing (& Metro Boomin),2017-12-08,0.6559999999999999,0.564,1.0,-8.925,0.0,0.0883,0.0167,1.39e-06,0.165,0.25,150.014,268947.0,hip hop
11149,Global,632.15,blazed,Ariana Grande - Pharrell Williams,album,52571724.0,True,Sweetener,2018-08-17,0.795,0.759,6.0,-6.348,1.0,0.0528,0.0793,0.0,0.0805,0.855,110.021,196360.0,pop
68632,Global,628.7999999999997,rain,The Script,album,6210797,True,Freedom Child,2017-09-01,0.6890000000000001,0.586,6.0,-7.61,1.0,0.107,0.241,0.0,0.35600000000000004,0.611,93.02,209347.0,rock
50585,Global,628.5500000000002,halfway off the balcony,Big Sean,album,7838718.0,True,I Decided.,2017-02-03,0.525,0.804,8.0,-6.4529999999999985,1.0,0.25,0.329,0.0,0.228,0.14300000000000002,125.068,230960.0,hip hop
4312,Global,626.4,flip the switch,Quavo - Drake,album,4454166.0,True,QUAVO HUNCHO,2018-10-12,0.853,0.637,3.0,-5.924,0.0,0.331,0.129,0.0,0.267,0.496,86.04799999999999,156195.0,hip hop
77041,Global,625.6,na raba toma tapão,Niack,single,1157,False,Na Raba Toma Tapão,2020-04-05,0.962,0.787,3.0,1.509,0.0,0.0554,0.6659999999999999,5.7399999999999986e-05,0.17600000000000002,0.968,130.003,165231.0,funk
39612,Global,625.5999999999998,take me to church,Hozier,album,4244075.0,False,Hozier,2014-07-20,0.5660000000000001,0.664,4.0,-5.303,0.0,0.0464,0.634,0.0,0.116,0.4370000000000001,128.945,241688.0,else
30002,Global,623.45,be careful,Cardi B,single,13132135.0,True,Be Careful,2018-03-30,0.818,0.563,2.0,-8.096,1.0,0.398,0.0253,0.0,0.0909,0.486,152.108,210675.0,pop
28226,Global,623.1999999999998,angeklagt,Bonez MC,single,1446155.0,False,Angeklagt,2020-10-22,0.6579999999999999,0.623,1.0,-9.154,0.0,0.0912,0.171,0.00528,0.114,0.305,182.011,168991.0,hip hop
70072,Global,622.1500000000002,der bratan bleibt der gleiche,Capital Bra,single,3722987,True,Der Bratan bleibt der gleiche,2019-11-28,0.612,0.7040000000000001,0.0,-4.147,0.0,0.3720000000000001,0.126,0.0,0.569,0.672,96.015,192147.0,hip hop
46409,Global,620.7,yah yah,"Eminem - Royce Da 5'9"" - Black Thought - Q-Tip - Denaun",album,39078037.0,True,Music To Be Murdered By,2020-01-17,0.458,0.966,1.0,-2.107,1.0,0.384,0.14,0.0,0.11,0.35600000000000004,183.586,286960.0,hip hop
206,Global,616.0,black spiderman,Logic - Damian Lemar Hudson,album,5004777.0,True,Everybody,2017-05-05,0.611,0.867,1.0,-5.297999999999999,1.0,0.0896,0.11,0.000105,0.34600000000000003,0.336,140.032,331267.0,hip hop
11115,Global,616.0,truth hurts,Lizzo,single,3308612.0,True,Truth Hurts,2017-09-19,0.715,0.624,4.0,-3.0460000000000003,0.0,0.114,0.11,0.0,0.123,0.412,158.08700000000005,173325.0,pop
14506,Global,615.2,who dat boy,"Tyler, The Creator - A$AP Rocky",album,5277768.0,True,Flower Boy,2017-07-21,0.706,0.485,8.0,-9.671,1.0,0.331,0.337,0.0,0.122,0.14400000000000002,115.414,205093.0,hip hop
71494,Global,614.8000000000002,honda civic,The Cratez - Bonez MC,single,20073,True,Honda Civic,2019-09-27,0.7040000000000001,0.782,1.0,-5.471,0.0,0.16399999999999998,0.282,0.0076900000000000015,0.0759,0.34600000000000003,93.35,158061.0,hip hop
75948,Global,614.4,vacation,Tyga,single,5980363,True,VACATION,2020-06-19,0.821,0.61,1.0,-6.22,1.0,0.0959,0.0247,0.0,0.185,0.47,110.973,192936.0,pop
52858,Global,613.9,enjoy yourself,Pop Smoke - KAROL G,album,2441830.0,True,Shoot For The Stars Aim For The Moon,2020-07-03,0.764,0.6759999999999999,11.0,-6.761,0.0,0.0927,0.389,0.0,0.215,0.461,97.02,197938.0,trap
50819,Global,613.6,shots,Lil Tecca,album,3014761.0,True,We Love You Tecca,2019-08-30,0.8290000000000001,0.5820000000000001,7.0,-5.721,0.0,0.0415,0.525,0.0,0.0759,0.51,108.028,109373.0,rap
54468,Global,613.5999999999998,por perro,Sebastian Yatra - Luis Figueroa - Lary Over,single,13536364.0,False,Por Perro,2018-03-30,0.685,0.762,0.0,-5.147,1.0,0.0565,0.419,0.0,0.0759,0.905,172.017,245360.0,pop
80723,Global,612.1999999999998,floor 555,XXXTENTACION,album,22910410,True,?,2018-03-16,0.695,0.6859999999999999,9.0,-8.147,0.0,0.0478,0.000424,0.0023,0.365,0.354,105.219,93447.0,rap
55237,Global,612.1,huracan,Samra - Capital Bra,single,874886.0,True,Huracan,2019-09-05,0.6809999999999999,0.701,2.0,-5.192,0.0,0.442,0.388,0.0,0.132,0.518,170.072,182238.0,hip hop
81458,Global,612.0,ciumeira - ao vivo,Marília Mendonça,single,17480154,False,Ciumeira (ao Vivo),2018-08-24,0.741,0.813,11.0,-4.83,0.0,0.0452,0.204,0.0,0.797,0.765,123.842,190084.0,latin
42444,Global,611.9499999999998,do you hear what i hear?,Bing Crosby,album,316402.0,False,Winter Wonderland,1998-01-01,0.489,0.328,10.0,-10.892,1.0,0.0261,0.8909999999999999,0.00038,0.307,0.405,100.83,165960.0,pop
54278,Global,611.7,bloodstream,The Chainsmokers,album,16931568.0,True,Memories...Do Not Open,2017-04-07,0.62,0.627,9.0,-5.8889999999999985,1.0,0.0259,0.0317,0.0,0.172,0.16399999999999998,90.955,224280.0,pop
43939,Global,611.1999999999998,curve,Gucci Mane - The Weeknd,album,3520064.0,True,Mr. Davis,2017-10-13,0.76,0.476,8.0,-8.103,1.0,0.241,0.294,0.0,0.1,0.354,147.01,161990.0,hip hop
901,Global,609.8,highway to hell,AC/DC,album,16711265.0,False,Highway to Hell,1979-07-27,0.574,0.913,6.0,-4.793,0.0,0.133,0.061,0.00158,0.156,0.423,115.728,208400.0,rock
8538,Global,609.8,girls need love  - remix,Summer Walker - Drake,single,1739825.0,True,Girls Need Love (with Drake) [Remix],2019-02-10,0.6559999999999999,0.4320000000000001,6.0,-9.481,0.0,0.217,0.443,0.0,0.132,0.0897,97.022,222374.0,pop
41470,Global,609.6,alien,Sabrina Carpenter - Jonas Blue,single,3088219.0,False,Alien,2018-03-16,0.72,0.659,10.0,-4.727,0.0,0.0403,0.0588,0.0,0.0662,0.5670000000000001,105.955,174841.0,pop
75431,Global,608.95,the a team,Ed Sheeran,album,71783101,False,+,2011-09-09,0.642,0.289,9.0,-9.918,1.0,0.0367,0.669,0.0,0.18,0.407,84.99600000000002,258373.0,pop
7111,Global,608.8000000000002,let me live,Rudimental - Major Lazer - Anne-Marie - Mr Eazi,single,1217112.0,False,Let Me Live (feat. Anne-Marie & Mr Eazi),2018-06-15,0.662,0.8440000000000001,8.0,-5.495,1.0,0.0669,0.00295,4.78e-05,0.525,0.763,145.007,205760.0,pop
80680,Global,607.05,sober,Lorde,album,6631708,True,Melodrama,2017-06-16,0.795,0.488,6.0,-10.349,1.0,0.192,0.2,0.00364,0.133,0.528,107.734,197236.0,pop
70397,Global,606.35,snow on tha bluff,J. Cole,single,11968318,True,Snow On Tha Bluff,2020-06-16,0.586,0.512,8.0,-8.818999999999997,0.0,0.0668,0.723,0.0002,0.119,0.235,75.857,235480.0,hip hop
47273,Global,605.45,train food,XXXTENTACION,album,22910410.0,True,SKINS,2018-12-07,0.4920000000000001,0.7120000000000001,9.0,-7.278,0.0,0.691,0.564,9.1e-05,0.35700000000000004,0.23,137.453,164083.0,rap
66017,Global,603.9999999999999,punto g,KAROL G,album,12839172,False,OCEAN,2019-05-03,0.7909999999999999,0.746,6.0,-4.716,1.0,0.0907,0.00938,0.000117,0.125,0.905,165.99400000000003,183160.0,latin
63961,Global,603.9000000000002,boomtrap protocol,Logic,album,5004777,True,Bobby Tarantino II,2018-03-09,0.747,0.532,10.0,-5.474,0.0,0.0394,0.0549,2.78e-06,0.121,0.34700000000000003,77.032,221360.0,hip hop
17014,Global,603.8000000000002,reply,A Boogie Wit da Hoodie - Lil Uzi Vert,single,5184928.0,True,Reply (feat. Lil Uzi Vert),2019-11-15,0.512,0.623,9.0,-6.553,0.0,0.0808,0.0187,0.0,0.13,0.219,112.15,183589.0,rap
37257,Global,603.4000000000002,bad luck,Khalid,album,12829933.0,False,Free Spirit,2019-04-05,0.4320000000000001,0.52,1.0,-5.515,0.0,0.0548,0.277,0.371,0.138,0.303,164.047,231653.0,r&b/soul
70177,Global,603.25,landed,Drake,album,50593376,True,Dark Lane Demo Tapes,2020-05-01,0.8809999999999999,0.636,7.0,-4.629,1.0,0.287,0.00606,0.0,0.111,0.715,163.949,152195.0,hip hop
5072,Global,603.1999999999998,surrender,Natalie Taylor,single,80336.0,False,Surrender,2019-10-29,0.39,0.448,5.0,-8.57,0.0,0.0276,0.8,0.182,0.107,0.077,144.89,183103.0,else
79779,Global,602.0,before i close my eyes,XXXTENTACION,album,22910410,False,?,2018-03-16,0.35600000000000004,0.14300000000000002,9.0,-15.148,1.0,0.0388,0.976,1.89e-05,0.111,0.334,75.52199999999998,99658.0,rap
30923,Global,601.8,sacrifices,Big Sean - Migos,album,7838718.0,True,I Decided.,2017-02-03,0.779,0.56,10.0,-7.564,0.0,0.253,0.258,0.0,0.241,0.421,142.032,287320.0,hip hop
82035,Global,600.8000000000002,let me hold you,Dante Klein - Cheat Codes,single,26895,False,Let Me Hold You (Turn Me On),2016-07-01,0.68,0.774,1.0,-3.136,0.0,0.0697,0.101,0.0,0.113,0.331,102.949,163841.0,house
37581,Global,599.9000000000002,rudolph the red-nosed reindeer,Dean Martin,album,981590.0,False,A Winter Romance,1959-01-01,0.478,0.201,7.0,-16.768,1.0,0.0332,0.919,0.0,0.0854,0.857,136.471,135760.0,pop
34134,Global,597.55,dont say,The Chainsmokers - Emily Warren,album,16931568.0,False,Memories...Do Not Open,2017-04-07,0.5670000000000001,0.464,5.0,-9.66,1.0,0.0302,0.0199,9.31e-06,0.269,0.309,99.806,228480.0,pop
50377,Global,597.25,rosa,J Balvin,album,23718139.0,False,Colores,2020-03-19,0.6509999999999999,0.561,9.0,-5.715,0.0,0.25,0.25,0.000109,0.435,0.369,175.99200000000005,189827.0,latin
16909,Global,593.9499999999998,deutschland,Rammstein,single,5126749.0,False,DEUTSCHLAND,2019-03-28,0.521,0.895,7.0,-5.242000000000001,1.0,0.0442,5.5399999999999985e-05,0.349,0.0985,0.237,120.117,322340.0,metal
56823,Global,592.25,creature,Pop Smoke - Swae Lee,album,2441830.0,True,Shoot For The Stars Aim For The Moon,2020-07-03,0.794,0.7170000000000001,7.0,-5.73,1.0,0.251,0.0511,0.0,0.195,0.3720000000000001,141.881,202816.0,trap
54861,Global,592.05,levitating,Dua Lipa - DaBaby,single,20575026.0,False,Levitating (feat. DaBaby),2020-10-01,0.7020000000000001,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064.0,pop
57937,Global,591.65,one night stand,Capital Bra,single,3722987.0,True,One Night Stand,2018-05-25,0.645,0.636,5.0,-6.127999999999999,0.0,0.4370000000000001,0.397,1.49e-06,0.0818,0.897,101.933,162335.0,hip hop
81828,Global,591.5,dodi,Shindy,single,749692,True,DODI,2019-01-11,0.823,0.56,10.0,-7.057,0.0,0.0629,0.0101,2.8600000000000007e-05,0.126,0.371,146.958,183046.0,hip hop
24473,Global,590.85,borderline,Ariana Grande - Missy Elliott,album,52571724.0,True,Sweetener,2018-08-17,0.7609999999999999,0.818,6.0,-5.238,0.0,0.0978,0.058,0.0,0.11,0.348,110.99,177533.0,pop
58334,Global,589.6,let me down slowly,Alec Benjamin,single,2130472.0,False,Let Me Down Slowly,2018-05-25,0.649,0.5479999999999999,1.0,-5.692,0.0,0.0318,0.733,0.0,0.136,0.506,150.036,169181.0,pop
36827,Global,589.15,i don’t know why,Imagine Dragons,album,30723081.0,False,Evolve,2017-06-23,0.475,0.657,2.0,-7.381,1.0,0.0708,0.0058,8.81e-06,0.181,0.0707,132.071,190120.0,rock
5360,Global,587.2,blueberry eyes,MAX - SUGA,album,559602.0,False,Colour Vision,2020-09-18,0.746,0.611,0.0,-7.034,0.0,0.101,0.454,0.000922,0.133,0.411,149.967,172245.0,pop
8664,Global,586.0,no more,Metro Boomin - Travis Scott - Kodak Black - 21 Savage,album,2130658.0,True,NOT ALL HEROES WEAR CAPES,2018-11-02,0.636,0.501,11.0,-7.26,0.0,0.329,0.413,0.0,0.339,0.196,82.309,265120.0,hip hop
62303,Global,585.15,moon,BTS,album,24755789,False,MAP OF THE SOUL : 7,2020-02-21,0.703,0.6459999999999999,6.0,-6.658,1.0,0.0596,0.0104,0.0,0.191,0.64,141.87,208590.0,k-pop
5762,Global,584.55,perfect,Logic,album,5004777.0,True,No Pressure,2020-07-24,0.769,0.8290000000000001,0.0,-5.228,1.0,0.0661,0.00948,6.65e-05,0.301,0.648,159.94299999999996,100291.0,hip hop
28416,Global,584.2,2002,Sido - Apache 207,album,1310925.0,False,Ich & keine Maske,2019-09-26,0.657,0.691,8.0,-7.907,0.0,0.236,0.213,0.0,0.099,0.493,160.106,237157.0,hip hop
9091,Global,583.65,racks on racks,Lil Pump,single,7325898.0,True,Racks on Racks,2019-01-31,0.8220000000000001,0.484,1.0,-7.166,1.0,0.0865,0.0311,6.22e-06,0.31,0.0934,150.061,129778.0,rap
40529,Global,583.1999999999998,warm it up,Logic - Young Sinatra,album,5004777.0,True,Bobby Tarantino II,2018-03-09,0.8270000000000001,0.643,10.0,-6.414,0.0,0.0899,0.257,0.0,0.094,0.433,95.965,240093.0,hip hop
71460,Global,582.3,wizard of oz,Logic,album,5004777,True,Bobby Tarantino II,2018-03-09,0.72,0.601,11.0,-6.931,0.0,0.0376,0.051,0.0,0.0753,0.0527,146.002,144627.0,hip hop
63330,Global,582.15,farewell,Eminem,album,39078037,True,Music To Be Murdered By,2020-01-17,0.89,0.664,4.0,-6.625,0.0,0.106,0.00487,0.0,0.257,0.467,93.007,247733.0,hip hop
39097,Global,581.1500000000002,reloj,Rauw Alejandro - Anuel AA,single,2633096.0,True,Reloj,2020-10-22,0.823,0.537,8.0,-2.639,1.0,0.209,0.17600000000000002,3.98e-06,0.123,0.615,175.946,231595.0,pop
13079,Global,581.05,cudi montage,KIDS SEE GHOSTS,album,651824.0,True,KIDS SEE GHOSTS,2018-06-08,0.7290000000000001,0.504,8.0,-6.784,0.0,0.0321,0.401,1.44e-06,0.121,0.305,110.011,197001.0,hip hop
79885,Global,579.2,big for your boots,Stormzy,album,2022113,True,Gang Signs & Prayer,2017-02-24,0.515,0.902,6.0,-4.729,0.0,0.383,0.0313,0.0,0.093,0.628,174.58900000000003,238419.0,dance/electronic
16985,Global,579.0999999999998,vulnerable,Selena Gomez,album,23289724.0,False,Rare,2020-01-10,0.695,0.573,10.0,-8.882,1.0,0.16699999999999998,0.132,0.00013700000000000002,0.156,0.38,100.031,192172.0,pop
58764,Global,578.3,un peso,J Balvin - Bad Bunny - Marciano Cantero,album,23718139.0,False,OASIS,2019-06-28,0.627,0.675,5.0,-7.125,0.0,0.213,0.125,0.0,0.0784,0.961,79.31,277107.0,latin
40886,Global,577.75,a lie,French Montana - The Weeknd - Max B,album,3691323.0,True,Jungle Rules,2017-07-14,0.516,0.792,1.0,-5.38,0.0,0.21600000000000005,0.0235,0.0,0.404,0.524,121.189,226790.0,hip hop
23482,Global,575.2000000000003,admv,Maluma,album,21642776.0,False,PAPI JUANCHO,2020-08-21,0.561,0.39,9.0,-4.959,1.0,0.0568,0.8190000000000001,0.0,0.126,0.705,163.919,193700.0,reggaeton
81953,Global,574.4,life is good  - remix,Future - DaBaby - Drake - Lil Baby,single,9442830,True,"Life Is Good (feat. Drake, DaBaby & Lil Baby) [Remix]",2020-02-15,0.81,0.5660000000000001,5.0,-8.33,1.0,0.433,0.107,0.0,0.122,0.5820000000000001,142.069,315346.0,hip hop
4405,Global,573.95,outta time,Bryson Tiller - Drake,album,4447390.0,False,A N N I V E R S A R Y,2020-10-02,0.7140000000000001,0.5820000000000001,5.0,-7.272,0.0,0.0808,0.0129,0.0,0.0774,0.338,92.819,198822.0,hip hop
48587,Global,572.8,never go back,Dennis Lloyd,single,487838.0,False,Never Go Back,2019-02-15,0.421,0.653,9.0,-4.85,0.0,0.398,0.0135,0.0,0.114,0.733,78.6,175424.0,pop
61233,Global,572.65,friends,BTS,album,24755789,False,MAP OF THE SOUL : 7,2020-02-21,0.55,0.747,1.0,-5.211,1.0,0.0407,0.0668,0.0,0.0536,0.648,79.98,199339.0,k-pop
43074,Global,572.2,two ghosts,Harry Styles,album,10361677.0,False,Harry Styles,2017-05-12,0.386,0.407,6.0,-7.095,0.0,0.0268,0.234,1.86e-06,0.0999,0.456,69.387,229813.0,pop
23304,Global,571.2,hard times,Paramore,single,5512149.0,False,Hard Times,2017-04-19,0.695,0.818,5.0,-5.379,0.0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,182693.0,pop
44877,Global,571.2,neymar,Capital Bra - Ufo361,single,3722987.0,True,Neymar,2018-04-27,0.7490000000000001,0.66,7.0,-6.143,1.0,0.241,0.5579999999999999,0.0,0.133,0.542,123.96,263647.0,hip hop
82379,Global,571.1,no new friends,Sia - Diplo - Labrinth - LSD,single,17732676,False,No New Friends,2019-03-14,0.7240000000000001,0.7020000000000001,7.0,-4.622,1.0,0.0429,0.0648,0.000256,0.121,0.688,106.044,175823.0,dance/electronic
63656,Global,569.5,slidin,21 Savage - Metro Boomin,album,8668809,True,SAVAGE MODE II,2020-10-02,0.774,0.706,2.0,-6.494,1.0,0.355,0.0016300000000000002,1.28e-06,0.104,0.382,152.891,185037.0,hip hop
3825,Global,568.4000000000002,all for us - from the hbo original series euphoria,Labrinth - Zendaya,single,1357553.0,False,All For Us (from the HBO Original Series Euphoria),2019-08-04,0.348,0.652,3.0,-7.145,1.0,0.0931,0.0165,0.000264,0.33,0.172,70.956,192987.0,pop
41303,Global,567.3,star treatment,Arctic Monkeys,album,9945189.0,False,Tranquility Base Hotel & Casino,2018-05-10,0.581,0.767,7.0,-5.026,0.0,0.0527,0.243,0.00131,0.141,0.6729999999999999,120.07,354640.0,rock
47508,Global,565.0999999999998,available,Justin Bieber,album,39214943.0,False,Changes,2020-02-14,0.7020000000000001,0.608,3.0,-6.843,1.0,0.0359,0.0736,0.0,0.129,0.597,75.012,195333.0,pop
33109,Global,563.9000000000002,bande organisée,13 Organisé - SCH - Kofs - Jul - Naps - Soso Maness - Elams - Solda - Houari,album,24017.0,True,13 Organisé,2020-10-09,0.901,0.939,6.0,-2.762,1.0,0.274,0.117,0.0,0.0643,0.805,142.94799999999995,356347.0,hip hop
15023,Global,563.6500000000002,best of me,BTS,album,24755789.0,False,Love Yourself 承 'Her',2017-09-18,0.6509999999999999,0.7559999999999999,8.0,-4.388,1.0,0.0762,0.0298,0.0,0.396,0.473,121.96,227191.0,k-pop
43852,Global,560.8,ela é do tipo,MC Kevin o Chris,single,2432327.0,False,Ela É do Tipo,2019-03-07,0.632,0.398,6.0,-6.615,1.0,0.373,0.945,0.0,0.228,0.633,90.695,204931.0,funk
13769,Global,560.5999999999998,down bad,Dreamville - JID - Bas - J. Cole - EARTHGANG - Young Nudy,album,301682.0,True,Revenge Of The Dreamers III,2019-07-05,0.7609999999999999,0.586,0.0,-5.3679999999999986,1.0,0.359,0.0392,0.0,0.0558,0.7190000000000001,149.804,169147.0,hip hop
2589,Global,559.7,kids see ghosts,KIDS SEE GHOSTS - Yasiin Bey,album,651824.0,True,KIDS SEE GHOSTS,2018-06-08,0.841,0.682,2.0,-7.0070000000000014,1.0,0.0458,0.113,9.65e-05,0.131,0.338,94.985,245098.0,hip hop
